state,floor,FIPS,radon,log_radon
AK,0,2020,0.1,-2.3025850929940455
AK,0,2020,0.9,-0.10536051565782628
AK,0,2020,1.3,0.26236426446749106
AK,0,2020,0.1,-2.3025850929940455
AK,0,2020,0.8,-0.2231435513142097
AK,1,2020,0.5,-0.6931471805599453
AK,1,2020,0.4,-0.916290731874155
AK,1,2020,0.1,-2.3025850929940455
AK,1,2020,0.1,-2.3025850929940455
AK,1,2020,1.2,0.1823215567939546
AK,1,2020,0.5,-0.6931471805599453
AK,1,2020,9.6,2.2617630984737906
AK,1,2020,0.7,-0.35667494393873245
AK,1,2020,0.5,-0.6931471805599453
AK,1,2020,1.0,0.0
AK,1,2020,0.2,-1.6094379124341003
AK,1,2020,0.2,-1.6094379124341003
AK,1,2020,0.2,-1.6094379124341003
AK,1,2020,3.4,1.2237754316221157
AK,1,2020,0.1,-2.3025850929940455
AK,1,2020,0.6,-0.5108256237659907
AK,1,2020,0.7,-0.35667494393873245
AK,1,2020,1.2,0.1823215567939546
AK,1,2020,0.1,-2.3025850929940455
AK,1,2020,0.6,-0.5108256237659907
AK,1,2020,0.8,-0.2231435513142097
AK,9,2020,0.6,-0.5108256237659907
AK,9,2020,1.2,0.1823215567939546
AK,0,2020,0.6,-0.5108256237659907
AK,0,2020,0.6,-0.5108256237659907
AK,0,2020,0.9,-0.10536051565782628
AK,0,2020,2.9,1.0647107369924282
AK,0,2020,8.6,2.151762203259462
AK,0,2020,1.5,0.4054651081081644
AK,0,2020,0.8,-0.2231435513142097
AK,0,2020,16.4,2.797281334830153
AK,0,2020,2.2,0.7884573603642703
AK,1,2020,0.5,-0.6931471805599453
AK,1,2020,0.2,-1.6094379124341003
AK,1,2020,1.7,0.5306282510621704
AK,1,2020,1.3,0.26236426446749106
AK,1,2020,0.2,-1.6094379124341003
AK,1,2020,0.2,-1.6094379124341003
AK,1,2020,0.1,-2.3025850929940455
AK,1,2020,0.1,-2.3025850929940455
AK,1,2020,0.4,-0.916290731874155
AK,1,2020,0.2,-1.6094379124341003
AK,1,2020,0.7,-0.35667494393873245
AK,1,2020,3.7,1.308332819650179
AK,2,2020,0.1,-2.3025850929940455
AK,2,2020,0.4,-0.916290731874155
AK,9,2020,0.6,-0.5108256237659907
AK,0,2020,0.6,-0.5108256237659907
AK,0,2020,0.9,-0.10536051565782628
AK,0,2020,1.4,0.3364722366212129
AK,0,2020,2.4,0.8754687373538999
AK,0,2020,0.3,-1.2039728043259361
AK,0,2020,4.0,1.3862943611198906
AK,0,2020,0.8,-0.2231435513142097
AK,0,2020,0.2,-1.6094379124341003
AK,0,2020,1.1,0.09531017980432493
AK,0,2020,2.4,0.8754687373538999
AK,0,2020,1.4,0.3364722366212129
AK,0,2020,0.8,-0.2231435513142097
AK,0,2020,1.9,0.6418538861723947
AK,0,2020,0.2,-1.6094379124341003
AK,0,2020,0.9,-0.10536051565782628
AK,0,2020,2.7,0.9932517730102834
AK,0,2020,2.7,0.9932517730102834
AK,0,2020,1.7,0.5306282510621704
AK,0,2020,1.7,0.5306282510621704
AK,1,2020,0.1,-2.3025850929940455
AK,1,2020,0.1,-2.3025850929940455
AK,1,2020,1.4,0.3364722366212129
AK,1,2020,0.1,-2.3025850929940455
AK,1,2020,0.5,-0.6931471805599453
AK,1,2020,9.0,2.1972245773362196
AK,1,2020,2.7,0.9932517730102834
AK,1,2020,1.7,0.5306282510621704
AK,1,2020,1.3,0.26236426446749106
AK,1,2020,0.6,-0.5108256237659907
AK,1,2020,0.1,-2.3025850929940455
AK,1,2020,0.7,-0.35667494393873245
AK,1,2020,0.8,-0.2231435513142097
AK,1,2020,1.7,0.5306282510621704
AK,1,2020,0.6,-0.5108256237659907
AK,1,2020,0.5,-0.6931471805599453
AK,2,2020,1.0,0.0
AK,0,2020,0.9,-0.10536051565782628
AK,0,2020,1.4,0.3364722366212129
AK,1,2020,0.1,-2.3025850929940455
AK,0,2020,1.1,0.09531017980432493
AK,1,2020,0.4,-0.916290731874155
AK,1,2020,0.7,-0.35667494393873245
AK,1,2020,0.1,-2.3025850929940455
AK,0,2020,0.3,-1.2039728043259361
AK,1,2020,0.3,-1.2039728043259361
AK,2,2020,0.4,-0.916290731874155
AK,2,2020,0.2,-1.6094379124341003
AK,9,2020,1.6,0.47000362924573563
AK,9,2020,0.2,-1.6094379124341003
AK,9,2020,0.4,-0.916290731874155
AK,0,2020,0.3,-1.2039728043259361
AK,0,2020,0.8,-0.2231435513142097
AK,0,2020,0.7,-0.35667494393873245
AK,0,2020,1.2,0.1823215567939546
AK,0,2020,0.6,-0.5108256237659907
AK,0,2020,0.5,-0.6931471805599453
AK,0,2020,0.6,-0.5108256237659907
AK,0,2020,0.2,-1.6094379124341003
AK,0,2020,1.1,0.09531017980432493
AK,0,2020,0.8,-0.2231435513142097
AK,0,2020,1.2,0.1823215567939546
AK,0,2020,0.1,-2.3025850929940455
AK,1,2020,0.2,-1.6094379124341003
AK,1,2020,3.3,1.1939224684724346
AK,1,2020,1.4,0.3364722366212129
AK,1,2020,2.6,0.9555114450274363
AK,1,2020,0.2,-1.6094379124341003
AK,1,2020,0.8,-0.2231435513142097
AK,1,2020,0.4,-0.916290731874155
AK,1,2020,0.4,-0.916290731874155
AK,1,2020,1.0,0.0
AK,1,2020,0.2,-1.6094379124341003
AK,1,2020,1.0,0.0
AK,1,2020,0.1,-2.3025850929940455
AK,1,2020,0.4,-0.916290731874155
AK,1,2020,0.4,-0.916290731874155
AK,1,2020,1.3,0.26236426446749106
AK,1,2020,0.3,-1.2039728043259361
AK,0,2020,1.3,0.26236426446749106
AK,9,2020,1.3,0.26236426446749106
AK,9,2020,0.6,-0.5108256237659907
AK,0,2020,0.2,-1.6094379124341003
AK,0,2020,0.6,-0.5108256237659907
AK,0,2020,0.7,-0.35667494393873245
AK,0,2020,0.8,-0.2231435513142097
AK,0,2020,1.3,0.26236426446749106
AK,0,2020,1.1,0.09531017980432493
AK,0,2020,0.5,-0.6931471805599453
AK,0,2020,0.3,-1.2039728043259361
AK,0,2020,0.5,-0.6931471805599453
AK,0,2020,2.9,1.0647107369924282
AK,1,2020,0.8,-0.2231435513142097
AK,1,2020,0.8,-0.2231435513142097
AK,1,2020,3.5,1.252762968495368
AK,1,2020,5.0,1.6094379124341003
AK,1,2020,1.3,0.26236426446749106
AK,1,2020,1.4,0.3364722366212129
AK,1,2020,0.9,-0.10536051565782628
AK,1,2020,0.6,-0.5108256237659907
AK,1,2020,0.7,-0.35667494393873245
AK,1,2020,0.1,-2.3025850929940455
AK,9,2020,0.4,-0.916290731874155
AK,0,2020,0.9,-0.10536051565782628
AK,0,2020,1.2,0.1823215567939546
AK,0,2020,0.7,-0.35667494393873245
AK,0,2020,0.1,-2.3025850929940455
AK,0,2020,0.4,-0.916290731874155
AK,0,2020,1.3,0.26236426446749106
AK,0,2020,0.3,-1.2039728043259361
AK,0,2020,0.8,-0.2231435513142097
AK,0,2020,0.5,-0.6931471805599453
AK,0,2020,1.6,0.47000362924573563
AK,0,2020,0.8,-0.2231435513142097
AK,0,2020,0.7,-0.35667494393873245
AK,0,2020,1.3,0.26236426446749106
AK,1,2020,0.7,-0.35667494393873245
AK,1,2020,0.1,-2.3025850929940455
AK,1,2020,1.6,0.47000362924573563
AK,1,2020,0.4,-0.916290731874155
AK,1,2020,0.6,-0.5108256237659907
AK,1,2020,0.4,-0.916290731874155
AK,1,2020,0.1,-2.3025850929940455
AK,1,2020,0.3,-1.2039728043259361
AK,1,2020,0.5,-0.6931471805599453
AK,1,2020,1.4,0.3364722366212129
AK,1,2020,0.1,-2.3025850929940455
AK,1,2020,0.6,-0.5108256237659907
AK,3,2020,1.7,0.5306282510621704
AK,9,2020,0.9,-0.10536051565782628
AK,0,2020,0.7,-0.35667494393873245
AK,0,2020,0.3,-1.2039728043259361
AK,0,2020,0.8,-0.2231435513142097
AK,1,2020,0.1,-2.3025850929940455
AK,1,2020,1.4,0.3364722366212129
AK,1,2020,0.4,-0.916290731874155
AK,1,2020,0.6,-0.5108256237659907
AK,1,2020,0.3,-1.2039728043259361
AK,1,2020,0.2,-1.6094379124341003
AK,1,2020,0.2,-1.6094379124341003
AK,1,2020,0.2,-1.6094379124341003
AK,0,2020,0.5,-0.6931471805599453
AK,0,2020,0.4,-0.916290731874155
AK,1,2020,0.1,-2.3025850929940455
AK,9,2020,0.4,-0.916290731874155
AK,0,2020,0.5,-0.6931471805599453
AK,1,2020,0.1,-2.3025850929940455
AK,1,2020,0.8,-0.2231435513142097
AK,0,2122,0.8,-0.2231435513142097
AK,0,2122,3.4,1.2237754316221157
AK,0,2122,8.6,2.151762203259462
AK,0,2122,0.8,-0.2231435513142097
AK,0,2122,12.1,2.4932054526026954
AK,0,2122,1.5,0.4054651081081644
AK,0,2122,2.8,1.0296194171811581
AK,0,2122,1.2,0.1823215567939546
AK,1,2122,0.3,-1.2039728043259361
AK,1,2122,1.1,0.09531017980432493
AK,0,2122,1.6,0.47000362924573563
AK,9,2122,19.9,2.990719731730447
AK,0,2122,9.3,2.2300144001592104
AK,1,2122,1.6,0.47000362924573563
AK,1,2122,0.6,-0.5108256237659907
AK,1,2122,1.5,0.4054651081081644
AK,1,2261,0.3,-1.2039728043259361
AK,1,2261,0.1,-2.3025850929940455
AK,1,2261,0.2,-1.6094379124341003
AK,1,2261,1.4,0.3364722366212129
AK,1,2261,0.1,-2.3025850929940455
AK,1,2261,0.7,-0.35667494393873245
AK,0,2261,3.7,1.308332819650179
AK,0,2261,0.8,-0.2231435513142097
AK,0,2261,3.7,1.308332819650179
AK,1,2261,0.6,-0.5108256237659907
AK,0,2122,1.1,0.09531017980432493
AK,9,2122,0.3,-1.2039728043259361
AK,9,2122,0.1,-2.3025850929940455
AK,9,2122,0.3,-1.2039728043259361
AK,0,2122,0.5,-0.6931471805599453
AK,0,2122,0.9,-0.10536051565782628
AK,0,2122,0.5,-0.6931471805599453
AK,0,2122,0.2,-1.6094379124341003
AK,0,2122,0.3,-1.2039728043259361
AK,0,2122,5.2,1.6486586255873816
AK,1,2122,0.1,-2.3025850929940455
AK,1,2122,0.5,-0.6931471805599453
AK,1,2122,0.2,-1.6094379124341003
AK,1,2122,0.1,-2.3025850929940455
AK,1,2122,0.4,-0.916290731874155
AK,1,2122,0.1,-2.3025850929940455
AK,1,2122,9.1,2.2082744135228043
AK,1,2122,0.1,-2.3025850929940455
AK,1,2122,0.1,-2.3025850929940455
AK,1,2122,1.2,0.1823215567939546
AK,1,2122,1.4,0.3364722366212129
AK,1,2122,0.1,-2.3025850929940455
AK,1,2122,0.1,-2.3025850929940455
AK,1,2122,0.3,-1.2039728043259361
AK,9,2122,1.5,0.4054651081081644
AK,0,2122,2.3,0.8329091229351039
AK,0,2122,2.6,0.9555114450274363
AK,0,2122,0.9,-0.10536051565782628
AK,0,2122,4.5,1.5040773967762742
AK,1,2122,0.1,-2.3025850929940455
AK,1,2122,0.6,-0.5108256237659907
AK,9,2122,0.1,-2.3025850929940455
AK,0,2122,3.7,1.308332819650179
AK,0,2122,1.5,0.4054651081081644
AK,0,2122,2.4,0.8754687373538999
AK,0,2122,1.1,0.09531017980432493
AK,0,2122,1.0,0.0
AK,0,2122,1.4,0.3364722366212129
AK,0,2122,12.6,2.533696813957432
AK,1,2122,2.5,0.9162907318741551
AK,1,2122,0.9,-0.10536051565782628
AK,1,2122,1.3,0.26236426446749106
AK,1,2122,2.1,0.7419373447293773
AK,1,2122,0.2,-1.6094379124341003
AK,1,2122,2.6,0.9555114450274363
AK,1,2122,4.1,1.410986973710262
AK,1,2122,0.9,-0.10536051565782628
AK,1,2122,0.7,-0.35667494393873245
AK,3,2122,2.0,0.6931471805599453
AK,0,2150,0.1,-2.3025850929940455
AK,0,2150,1.2,0.1823215567939546
AK,0,2150,0.4,-0.916290731874155
AK,0,2150,1.0,0.0
AK,0,2150,2.4,0.8754687373538999
AK,0,2150,0.1,-2.3025850929940455
AK,0,2150,0.9,-0.10536051565782628
AK,0,2150,0.4,-0.916290731874155
AK,0,2150,0.2,-1.6094379124341003
AK,1,2150,0.1,-2.3025850929940455
AK,1,2150,0.2,-1.6094379124341003
AK,1,2150,0.1,-2.3025850929940455
AK,1,2150,0.4,-0.916290731874155
AK,1,2150,0.2,-1.6094379124341003
AK,1,2150,0.3,-1.2039728043259361
AK,1,2150,0.1,-2.3025850929940455
AK,1,2150,0.1,-2.3025850929940455
AK,1,2150,0.3,-1.2039728043259361
AK,1,2150,0.1,-2.3025850929940455
AK,1,2150,0.1,-2.3025850929940455
AK,1,2150,0.1,-2.3025850929940455
AK,1,2150,0.6,-0.5108256237659907
AK,1,2150,0.1,-2.3025850929940455
AK,1,2150,0.1,-2.3025850929940455
AK,1,2150,0.1,-2.3025850929940455
AK,1,2150,0.1,-2.3025850929940455
AK,0,2150,1.4,0.3364722366212129
AK,0,2122,1.6,0.47000362924573563
AK,0,2122,2.9,1.0647107369924282
AK,0,2122,1.1,0.09531017980432493
AK,0,2122,5.2,1.6486586255873816
AK,0,2122,2.7,0.9932517730102834
AK,0,2122,1.1,0.09531017980432493
AK,9,2170,0.3,-1.2039728043259361
AK,0,2170,0.8,-0.2231435513142097
AK,0,2170,5.7,1.7404661748405046
AK,0,2170,2.2,0.7884573603642703
AK,0,2170,7.1,1.9600947840472698
AK,0,2170,2.2,0.7884573603642703
AK,0,2170,2.2,0.7884573603642703
AK,0,2170,3.4,1.2237754316221157
AK,0,2170,11.0,2.3978952727983707
AK,0,2170,5.2,1.6486586255873816
AK,0,2170,3.1,1.1314021114911006
AK,0,2170,15.3,2.72785282839839
AK,0,2170,8.1,2.0918640616783932
AK,0,2170,12.9,2.5572273113676265
AK,0,2170,1.1,0.09531017980432493
AK,0,2170,3.3,1.1939224684724346
AK,0,2170,1.6,0.47000362924573563
AK,1,2170,0.8,-0.2231435513142097
AK,1,2170,1.1,0.09531017980432493
AK,1,2170,6.6,1.8870696490323797
AK,1,2170,1.1,0.09531017980432493
AK,1,2170,0.9,-0.10536051565782628
AK,1,2170,0.4,-0.916290731874155
AK,1,2170,1.1,0.09531017980432493
AK,1,2170,0.2,-1.6094379124341003
AK,1,2170,1.4,0.3364722366212129
AK,1,2170,0.5,-0.6931471805599453
AK,1,2170,2.6,0.9555114450274363
AK,1,2170,0.7,-0.35667494393873245
AK,1,2170,2.7,0.9932517730102834
AK,0,2170,0.6,-0.5108256237659907
AK,1,2170,0.4,-0.916290731874155
AK,1,2170,0.4,-0.916290731874155
AK,1,2170,2.4,0.8754687373538999
AK,1,2170,0.3,-1.2039728043259361
AK,1,2170,7.4,2.0014800002101243
AK,1,2122,0.4,-0.916290731874155
AK,9,2122,0.1,-2.3025850929940455
AK,0,2122,15.6,2.747270914255491
AK,0,2122,1.4,0.3364722366212129
AK,0,2122,4.8,1.5686159179138452
AK,0,2122,26.3,3.269568939183719
AK,0,2122,1.4,0.3364722366212129
AK,0,2122,11.8,2.468099531471619
AK,0,2122,8.5,2.1400661634962708
AK,1,2122,0.3,-1.2039728043259361
AK,1,2122,6.3,1.840549633397487
AK,1,2122,0.4,-0.916290731874155
AK,1,2122,1.7,0.5306282510621704
AK,1,2122,2.3,0.8329091229351039
AK,1,2122,1.9,0.6418538861723947
AK,1,2122,12.6,2.533696813957432
AK,1,2122,0.1,-2.3025850929940455
AK,1,2122,0.4,-0.916290731874155
AK,1,2122,1.7,0.5306282510621704
AK,1,2122,2.1,0.7419373447293773
AK,1,2122,0.5,-0.6931471805599453
AK,1,2122,1.8,0.5877866649021191
AK,9,2122,0.7,-0.35667494393873245
AK,0,2122,1.2,0.1823215567939546
AK,0,2122,3.1,1.1314021114911006
AK,0,2122,2.1,0.7419373447293773
AK,0,2122,0.4,-0.916290731874155
AK,0,2122,0.9,-0.10536051565782628
AK,0,2122,1.1,0.09531017980432493
AK,0,2122,4.3,1.4586150226995167
AK,0,2122,1.9,0.6418538861723947
AK,0,2122,1.1,0.09531017980432493
AK,0,2122,4.2,1.4350845252893227
AK,0,2122,0.8,-0.2231435513142097
AK,0,2122,6.8,1.916922612182061
AK,1,2122,2.4,0.8754687373538999
AK,1,2122,1.6,0.47000362924573563
AK,1,2122,0.1,-2.3025850929940455
AK,1,2122,3.2,1.1631508098056809
AK,1,2122,0.7,-0.35667494393873245
AK,1,2122,0.1,-2.3025850929940455
AK,1,2122,5.2,1.6486586255873816
AK,1,2122,0.3,-1.2039728043259361
AK,1,2122,0.7,-0.35667494393873245
AK,1,2122,2.4,0.8754687373538999
AK,1,2122,3.9,1.3609765531356006
AK,1,2122,2.0,0.6931471805599453
AK,1,2122,0.1,-2.3025850929940455
AK,1,2122,3.9,1.3609765531356006
AK,0,2122,5.0,1.6094379124341003
AK,9,2122,4.5,1.5040773967762742
AK,0,2122,0.8,-0.2231435513142097
AK,0,2122,0.7,-0.35667494393873245
AK,0,2122,2.1,0.7419373447293773
AK,0,2122,8.3,2.1162555148025524
AK,0,2122,0.7,-0.35667494393873245
AK,0,2122,0.4,-0.916290731874155
AK,0,2122,3.9,1.3609765531356006
AK,1,2122,0.2,-1.6094379124341003
AK,1,2122,1.2,0.1823215567939546
AK,1,2122,0.8,-0.2231435513142097
AK,1,2122,0.6,-0.5108256237659907
AK,1,2122,1.4,0.3364722366212129
AK,1,2122,1.3,0.26236426446749106
AK,0,2170,0.6,-0.5108256237659907
AK,0,2170,5.5,1.7047480922384253
AK,1,2170,0.4,-0.916290731874155
AK,1,2170,0.2,-1.6094379124341003
AK,1,2170,1.1,0.09531017980432493
AK,1,2170,0.8,-0.2231435513142097
AK,1,2170,5.8,1.7578579175523736
AK,9,2261,2.7,0.9932517730102834
AK,0,2261,9.0,2.1972245773362196
AK,0,2261,2.6,0.9555114450274363
AK,0,2261,0.7,-0.35667494393873245
AK,0,2261,0.4,-0.916290731874155
AK,0,2261,0.1,-2.3025850929940455
AK,0,2261,0.2,-1.6094379124341003
AK,1,2261,0.3,-1.2039728043259361
AK,1,2261,0.1,-2.3025850929940455
AK,1,2261,2.1,0.7419373447293773
AK,1,2261,0.2,-1.6094379124341003
AK,1,2261,7.4,2.0014800002101243
AK,1,2261,0.7,-0.35667494393873245
AK,1,2261,0.5,-0.6931471805599453
AK,1,2261,0.1,-2.3025850929940455
AK,1,2261,0.3,-1.2039728043259361
AK,1,2261,2.3,0.8329091229351039
AK,1,2261,3.0,1.0986122886681098
AK,1,2261,0.3,-1.2039728043259361
AK,1,2261,2.3,0.8329091229351039
AK,1,2261,2.6,0.9555114450274363
AK,0,2170,0.6,-0.5108256237659907
AK,0,2170,3.3,1.1939224684724346
AK,0,2170,0.7,-0.35667494393873245
AK,1,2170,1.8,0.5877866649021191
AK,1,2170,5.3,1.667706820558076
AK,1,2170,1.1,0.09531017980432493
AK,1,2170,3.8,1.33500106673234
AK,1,2170,0.8,-0.2231435513142097
AK,1,2170,0.6,-0.5108256237659907
AK,1,2170,0.5,-0.6931471805599453
AK,1,2170,0.6,-0.5108256237659907
AK,1,2170,2.8,1.0296194171811581
AK,1,2170,1.6,0.47000362924573563
AK,9,2170,2.6,0.9555114450274363
AK,0,2170,1.1,0.09531017980432493
AK,1,2170,1.5,0.4054651081081644
AK,1,2170,4.8,1.5686159179138452
AK,9,2090,1.8,0.5877866649021191
AK,9,2090,1.8,0.5877866649021191
AK,9,2090,0.9,-0.10536051565782628
AK,9,2090,2.2,0.7884573603642703
AK,9,2090,0.9,-0.10536051565782628
AK,9,2090,1.0,0.0
AK,0,2090,0.7,-0.35667494393873245
AK,0,2090,2.0,0.6931471805599453
AK,0,2090,2.3,0.8329091229351039
AK,0,2090,2.2,0.7884573603642703
AK,0,2090,0.7,-0.35667494393873245
AK,0,2090,2.1,0.7419373447293773
AK,0,2090,1.7,0.5306282510621704
AK,0,2090,1.2,0.1823215567939546
AK,0,2090,1.7,0.5306282510621704
AK,0,2090,1.3,0.26236426446749106
AK,0,2090,1.4,0.3364722366212129
AK,0,2090,0.7,-0.35667494393873245
AK,0,2090,2.4,0.8754687373538999
AK,0,2090,1.9,0.6418538861723947
AK,0,2090,2.1,0.7419373447293773
AK,0,2090,2.4,0.8754687373538999
AK,0,2090,1.0,0.0
AK,0,2090,1.4,0.3364722366212129
AK,0,2090,1.0,0.0
AK,0,2090,1.2,0.1823215567939546
AK,0,2090,3.3,1.1939224684724346
AK,0,2090,2.4,0.8754687373538999
AK,0,2090,1.8,0.5877866649021191
AK,0,2090,1.9,0.6418538861723947
AK,0,2090,1.4,0.3364722366212129
AK,0,2090,0.8,-0.2231435513142097
AK,0,2090,1.1,0.09531017980432493
AK,0,2090,1.5,0.4054651081081644
AK,0,2090,1.1,0.09531017980432493
AK,0,2090,1.2,0.1823215567939546
AK,0,2090,0.8,-0.2231435513142097
AK,0,2090,0.7,-0.35667494393873245
AK,0,2090,3.2,1.1631508098056809
AK,0,2090,2.1,0.7419373447293773
AK,0,2090,0.4,-0.916290731874155
AK,0,2090,1.8,0.5877866649021191
AK,0,2090,1.4,0.3364722366212129
AK,0,2090,4.2,1.4350845252893227
AK,0,2090,1.4,0.3364722366212129
AK,0,2090,1.0,0.0
AK,0,2090,2.9,1.0647107369924282
AK,0,2090,2.0,0.6931471805599453
AK,0,2090,1.1,0.09531017980432493
AK,0,2090,2.8,1.0296194171811581
AK,1,2090,0.5,-0.6931471805599453
AK,1,2090,1.5,0.4054651081081644
AK,1,2090,0.7,-0.35667494393873245
AK,1,2090,0.9,-0.10536051565782628
AK,1,2090,1.5,0.4054651081081644
AK,1,2090,1.0,0.0
AK,1,2090,2.1,0.7419373447293773
AK,1,2090,0.3,-1.2039728043259361
AK,1,2090,0.7,-0.35667494393873245
AK,1,2090,0.1,-2.3025850929940455
AK,1,2090,1.3,0.26236426446749106
AK,1,2090,1.3,0.26236426446749106
AK,1,2090,1.6,0.47000362924573563
AK,1,2090,1.6,0.47000362924573563
AK,1,2090,40.4,3.6988297849671046
AK,1,2090,0.8,-0.2231435513142097
AK,1,2090,2.6,0.9555114450274363
AK,1,2090,1.6,0.47000362924573563
AK,1,2090,2.7,0.9932517730102834
AK,1,2090,0.7,-0.35667494393873245
AK,1,2090,1.3,0.26236426446749106
AK,0,2090,4.2,1.4350845252893227
AK,1,2090,0.8,-0.2231435513142097
AK,0,2090,0.8,-0.2231435513142097
AK,9,2090,1.9,0.6418538861723947
AK,0,2090,1.9,0.6418538861723947
AK,0,2090,2.1,0.7419373447293773
AK,0,2090,1.4,0.3364722366212129
AK,0,2090,1.6,0.47000362924573563
AK,0,2090,3.9,1.3609765531356006
AK,0,2090,3.1,1.1314021114911006
AK,0,2090,2.5,0.9162907318741551
AK,0,2090,2.8,1.0296194171811581
AK,0,2090,1.4,0.3364722366212129
AK,0,2090,5.6,1.7227665977411035
AK,0,2090,0.9,-0.10536051565782628
AK,0,2090,0.9,-0.10536051565782628
AK,0,2090,3.6,1.2809338454620642
AK,0,2090,0.5,-0.6931471805599453
AK,0,2090,0.9,-0.10536051565782628
AK,0,2090,1.6,0.47000362924573563
AK,1,2090,1.7,0.5306282510621704
AK,1,2090,1.6,0.47000362924573563
AK,1,2090,0.6,-0.5108256237659907
AK,1,2090,1.2,0.1823215567939546
AK,1,2090,2.4,0.8754687373538999
AK,1,2090,0.5,-0.6931471805599453
AK,1,2090,1.6,0.47000362924573563
AK,1,2090,1.5,0.4054651081081644
AK,1,2090,0.5,-0.6931471805599453
AK,1,2090,0.9,-0.10536051565782628
AK,1,2090,1.8,0.5877866649021191
AK,1,2090,1.4,0.3364722366212129
AK,1,2090,2.2,0.7884573603642703
AK,1,2090,1.7,0.5306282510621704
AK,1,2090,1.7,0.5306282510621704
AK,1,2090,1.5,0.4054651081081644
AK,9,2090,7.2,1.9740810260220096
AK,1,2090,0.9,-0.10536051565782628
AK,1,2090,1.1,0.09531017980432493
AK,1,2090,1.2,0.1823215567939546
AK,1,2090,0.4,-0.916290731874155
AK,0,2090,1.6,0.47000362924573563
AK,1,2090,0.6,-0.5108256237659907
AK,9,2090,28.8,3.3603753871419
AK,0,2090,1.2,0.1823215567939546
AK,0,2090,2.4,0.8754687373538999
AK,0,2090,1.9,0.6418538861723947
AK,0,2090,0.7,-0.35667494393873245
AK,0,2090,0.1,-2.3025850929940455
